0,4.600843
700,4.6016645
1400,5.3850431
2100,5.7783103
2800,5.5586624
3500,5.8846021
4200,6.1815362
4900,5.8207417
5600,6.4072323
6300,5.9510126
7000,6.1841946
7700,6.2230101
8400,6.063252
9100,6.0893536
9800,6.1095314
10500,5.8513775
11200,6.1954727
11900,6.5848479
12600,6.2691216
13300,6.4630728
14000,6.2925191
14700,6.2236428
15400,6.2787538
16100,6.3116736
16800,6.1987481
17500,6.6202431
18200,6.4217377
18900,6.6087947
19600,6.0076504
20300,5.8739591
21000,6.3673363
21700,6.16716
22400,5.7757187
23100,5.6879239
23800,5.7882018
24500,5.6805701
25200,6.1724005
25900,6.2141018
26600,6.0462828
27300,6.1024241
28000,5.9835005
28700,5.9413977
29400,5.9183249
30100,5.9735365
30800,6.1927128
31500,5.6555705
32200,5.7600169
32900,5.8798838
33600,5.7918205
34300,5.7685113
35000,5.5666833
35700,5.584239
36400,5.8199525
37100,5.7642703
37800,5.7660136
38500,5.6530809
39200,5.6990919
39900,5.6424575
40600,5.5026889
41300,5.7033339
42000,5.223803
42700,5.6528521
43400,5.5700855
44100,5.4845839
44800,5.4731278
45500,5.6971211
46200,5.6217408
46900,5.605114
47600,5.5967188
48300,5.558722
49000,5.2723317
49700,5.5428772
50400,5.7763066
51100,5.6679306
51800,5.6685343
52500,6.002615
53200,5.4488111
53900,5.5012441
54600,5.6021695
55300,5.6220522
56000,5.5331211
56700,5.7708359
57400,5.7282748
58100,5.8774333
58800,5.6317234
59500,5.6075459
60200,5.5581989
60900,5.6795187
61600,5.6507139
62300,5.6135616
63000,6.0452166
63700,5.8551888
64400,5.6619873
65100,5.7588887
65800,5.643621
66500,5.8676319
67200,5.7873435
67900,5.7878518
68600,5.6997905
69300,5.8103137
70000,5.6018276
70700,5.6260266
71400,5.7320161
72100,5.7603831
72800,5.7519517
73500,5.4809217
74200,5.7771993
74900,5.8770118
75600,5.7661152
76300,5.9092011
77000,6.0322495
77700,5.8875751
78400,6.0130615
79100,6.1896963
79800,6.3097248
80500,5.7615414
81200,6.1410556
81900,6.1005836
82600,5.9559145
83300,6.1479344
84000,6.3507996
84700,6.2683434
85400,6.1285729
86100,6.0509372
86800,5.9298706
87500,6.1364079
88200,5.9051776
88900,6.2717743
89600,6.2506351
90300,6.042222
91000,6.3282175
91700,5.9992976
92400,6.1842222
93100,5.9485188
93800,6.1313334
94500,6.2311873
95200,5.8893223
95900,5.8672667
96600,5.995029
97300,6.2591605
98000,6.4638209
98700,6.3463478
99400,6.3903894
