Time ,Total,Hydrophobic,Hydrophilic
648200,238.656,107.977,105.869
648900,243.586,107.29,111.387
649600,241.48,108.926,108.191
650300,244.392,110.589,108.299
651000,240.693,108.794,106.332
651700,246.543,111.912,108.353
652400,243.224,107.373,110.954
653100,242.958,111.097,106.558
653800,244.433,109.771,106.122
654500,236.803,106.839,105.245
655200,243.655,110.223,107.634
655900,243.077,108.752,108.15
656600,244.037,108.334,109.663
657300,235.664,102.996,107.585
658000,235.038,103.859,107.058
658700,249.904,110.51,109.658
659400,246.235,107.976,109.719
660100,242.745,108.282,109.135
660800,248.543,109.522,114.137
661500,251.376,111.999,112.573
662200,249.742,109.474,111.554
662900,255.121,110.704,114.229
663600,249.806,109.781,111.347
664300,243.898,107.586,109.011
665000,247.467,109.087,108.954
665700,249.417,109.484,113.324
666400,250.526,111.425,110.756
667100,250.998,109.661,111.986
667800,253.805,111.775,112.805
668500,254.903,109.008,120.432
669200,249.738,110.623,113.521
669900,242.114,107.155,110.793
670600,250.653,110.697,114.428
671300,247.474,106.804,113.548
672000,247.935,108.883,110.831
672700,242.896,104.384,112.593
673400,251.002,106.408,115.868
674100,249.163,109.93,109.657
674800,245.273,106.848,111.685
675500,244.186,105.729,111.134
676200,250.261,108.333,113.138
676900,245.213,105.985,111.291
677600,246.602,106.975,110.825
678300,246.714,108.973,109.051
679000,248.568,107.613,111.467
679700,251.887,110.756,110.642
680400,254.826,113.608,109.35
681100,256.868,111.867,112.407
681800,254.22,112.761,112.198
682500,249.272,112.518,108.834
683200,255.553,113.771,110.479
683900,253.774,113.163,109.705
684600,250.959,111.562,109.14
685300,247.015,109.82,107.749
686000,250.806,110.625,111.543
686700,250.31,112.247,109.131
687400,246.834,109.945,108.562
688100,244.833,106.782,107.688
688800,251.372,115.443,108.819
689500,251.511,112.077,111.129
690200,255.031,114.389,113.305
690900,249.454,110.755,111.609
691600,249.003,112.409,111.503
692300,257.802,116.011,115.312
693000,250.266,114.772,105.788
693700,254.765,113.087,113.644
694400,257.663,118.496,114.115
695100,256.511,116.085,113.899
695800,249.406,112.998,108.464
696500,245.382,111.365,109.182
697200,249.46,110.324,113.018
697900,249.972,109.942,112.909
698600,243.641,109.137,108.031
699300,249.158,111.02,112.468
700000,248.168,111.311,112.858
