0,2.8001761
1000,3.2293847
2000,3.0306988
3000,4.1419821
4000,4.3914618
5000,3.8144758
6000,4.6020975
7000,4.0691247
8000,4.6016254
9000,4.2778845
10000,4.7697806
11000,4.8188219
12000,4.5794301
13000,4.951251
14000,5.4753909
15000,5.4534392
16000,5.6856513
17000,5.668766
18000,5.1314964
19000,4.8404956
20000,4.9032598
21000,4.5484667
22000,4.9126854
23000,3.7022274
24000,3.329453
25000,4.5043907
26000,4.4844871
27000,5.4470277
28000,5.1318102
29000,5.2161503
30000,4.9462962
31000,5.5537329
32000,4.9325519
33000,4.2117238
34000,3.6722431
35000,4.5374093
36000,5.4054441
37000,5.3682084
38000,5.4692225
39000,5.0891862
40000,5.4329362
41000,5.5937352
42000,5.0780864
43000,5.6224756
44000,5.6716371
45000,6.2135053
46000,6.1830807
47000,6.0097537
48000,5.527092
49000,4.6906738
50000,5.2323756
51000,4.8627892
52000,4.9600291
53000,5.0059309
54000,4.5816412
55000,5.0578008
56000,5.0399928
57000,5.1732254
58000,5.358633
59000,5.1430745
60000,4.7106142
61000,5.2413979
62000,4.9311123
63000,4.7521348
64000,4.4201374
65000,4.4389668
66000,4.581933
67000,4.1569705
68000,4.5198469
69000,4.5755134
70000,5.0243425
71000,4.5460744
72000,4.5839362
73000,4.2825894
74000,3.7698257
75000,3.8659182
76000,3.9701922
77000,4.1560044
78000,4.2844181
79000,4.7727809
80000,4.2369814
81000,5.425097
82000,5.094738
83000,5.3044438
84000,5.4424262
85000,5.1689258
86000,4.2809587
87000,3.9363637
88000,5.1565347
89000,5.0233049
90000,4.6050677
91000,5.0944629
92000,4.9116158
93000,4.9268703
94000,5.0684042
95000,5.278255
96000,5.6906738
97000,5.413136
98000,5.5177917
99000,5.5998688
100000,5.8454814
101000,5.0534248
102000,5.2545862
103000,5.6647978
104000,5.044765
105000,5.1335044
106000,5.5614781
107000,5.7100668
108000,6.1652107
109000,6.2864366
110000,6.3412371
111000,6.1711898
112000,6.3442254
113000,6.0511107
114000,6.0356083
115000,6.1631727
116000,5.6092973
117000,5.6702838
118000,5.9651065
119000,5.7717853
120000,5.774478
121000,5.4462991
122000,5.5490456
123000,5.6080499
124000,5.6786637
125000,5.4535561
126000,5.5928588
127000,5.7568116
128000,5.9820242
129000,5.7983932
130000,5.3933768
131000,5.3086677
132000,5.7822294
133000,5.2822981
134000,5.2630358
135000,5.9039793
136000,5.4985123
137000,5.4602771
138000,5.3192444
139000,5.4692607
140000,5.4498963
141000,4.9632087
142000,5.0979419
143000,5.158154
144000,4.9870677
145000,5.3102908
146000,5.1630807
147000,5.4382215
148000,5.1153874
149000,5.4364676
150000,5.1030569
151000,5.4235668
152000,5.5185719
153000,5.1358519
154000,6.1588087
155000,6.0411081
156000,6.093801
157000,5.627882
158000,5.559762
159000,5.8893967
